"x"
500
457.325
362.225
370.725
0
0
0
0
0
0
0
0
0
0
0
0
7.93366409553117
27.4813332147111
61.1843571689675
160.078706315485
168.452766082209
181.154672946337
184.920042392362
193.536896293502
196.702865247958
204.978515250223
209.483638807688
212.433403010217
222.62906367082
226.758807061604
0
0.0146377771657648
0.0448302661387729
0.108871557256609
0.246225609382643
0.284241423135272
0.24253262544576
0.266921413774804
0.309245599670678
0.279715624389907
0.160961812871152
0.0459064013977825
0.0736781089815479
0.0545295238367197
0
0.0160680372141801
0.0226039137692911
0.040679619878866
0.108890004790303
0.116657534846297
0.107072127428366
0.10273488722564
0.0920331398981685
0.107861042971607
0.111785558680651
0.101418304588296
0.141162773330987
0.121762567647577
0
17.464495661669
7.33212298055033
21.8014234924251
23.0767380099972
29.337033791047
28.3132693631411
20.7555283842966
17.3647961056246
12.656613293592
8.96171584486761
4.3
4.2375
4.185
4.045
4.1
4.0825
4.11
4.08
4.1375
4.1375
4.1475
4.18
4.18
4.12
4.1
