"","x"
"1",0.845685395696291
"2",2.88042422218449
"3",0.0211108898204714
"4",9.99798880459912
"5",0.100118670718083
"6",0.00231085508794343
"7",1.62208024516214
"8",499.882666745169
"9",10.7915755563393
"10",0.502000637909562
"11",0.21555847886428
"12",0.214514159877258
"13",0.553893266188309
"14",0.116519148857473
