"","","ImF","KmAF","edemandF","ImB","KmAB","edemandB","KmG","Gm","psi","eta","k","nb","ng","a"
"result.23",23,2.0265932485003,436.327112974418,0.800479967169996,0.370930430217917,41.7832055046369,1.56748329039805,254.894345351364,8.26806080315021,0.389659608276723,1.67117448313157,0.0266454575783738,0.0775724250251763,0.0722034876946907,0.00101961309741017
"result.24",24,2.49303396318803,436.327112974418,0.800479967169996,0.443909723916708,51.3839490500445,1.33443629916246,425.800435896371,9.99171466793529,0.334614314047055,0.787495653585348,0.0266454575783738,0.084987086232894,0.0754156443526953,0.0146678337111732
"result.25",25,1.84346678762595,436.327112974418,0.800479967169996,0.327033111329464,41.9825388890835,1.34816935957985,263.402198346069,7.01533860992456,0.377355024126961,1.27314723025781,0.0266454575783738,0.0714446998624405,0.0754982039057628,0.00101961309741017
"result.26",26,0.650602644956655,499.471336384812,0.800479967169996,0.101203059152421,42.0252017084606,0.801196152780733,1.02458977750414,2.25479734889554,0.212732532919042,1.68162136122818,0.00712443321471815,0.0502436996242351,0.080170619234607,0.00101961309741017
"result.27",27,12.7634498901685,410.928903844036,1.46419211601573,0.527031001917067,38.610235976805,8.59367473143981,58.6920091610023,9.99953028913432,0.0993162829861591,0.259915391789875,0.00721253010946815,0.843433105024627,0.216235614920554,0.0575556996160148
"result.28",28,2.68543536537455,436.327112974418,0.85550426731306,0.483417072860519,52.3002855622292,1.48313896882187,499.999441454372,9.99171466793529,0.33302733689887,2.34699692742971,0.0266454575783738,0.0869280430294429,0.078334198045705,0.0143745067207641
"result.29",29,2.1938883466857,402.424507859286,0.807511889706299,0.393696812743035,68.1985753717999,1.38138608113588,324.968940709174,9.99904799357287,0.272723749471001,1.80006182450448,0.0163739806706134,0.0743541356920055,0.0734088865882054,0.00101138981051574
"result.30",30,6.38283222620877,436.327112974418,0.800479967169996,0.353983979124484,23.6136094336494,4.25190921776921,2.92317791363304,8.13945801455977,0.152269730179713,0.195867375139498,0.0225907925432606,0.462014227839562,0.138339310114313,0.047357817923262
"result.31",31,0.802898465116765,499.961888927373,0.865965447724448,0.135699953072435,35.9439265955128,1.30782646000247,2.92317791363304,3.80452442496087,0.20453167018678,2.12351539978596,0.00693156489290298,0.0692170656815777,0.0763250167803256,0.00532028641441482
"result.32",32,3.15445280166382,293.067423138887,0.800479967169996,0.241579981703965,53.4270293013792,1.02691261508736,349.353579390444,4.91725212880938,0.247480997579393,0.186587617721369,0.0187171491247279,0.0745207081828941,0.098912779716875,0.0130484091910048
"result.33",33,1.40014189543469,436.327112974418,0.800479967169996,0.280211448211981,31.7449732643619,1.67169876075237,171.607785068393,6.39594461202466,0.356497907987867,0.644766829303757,0.0226716511327223,0.0827283416635585,0.0740301462082053,0.00507234286565915
"result.34",34,1.09337162477879,74.5889113882427,1.47710375606529,0.100493125452508,22.9743834671363,0.804237809133327,24.6051092586687,1.74196527445372,0.263453151798577,0.613643816857362,0.0289434765758741,0.0556699055582493,0.0890362297544825,0.00101961309741017
"result.35",35,10.6900764291576,436.749305009226,0.874312989403108,0.474099501046121,30.2230674817244,5.4300767556515,2.92317791363304,9.99989067716137,0.130247540428718,0.22587822489273,0.0218475079528265,0.660095182290684,0.17607124619638,0.0452832892998785
"result.36",36,0.708525737498302,79.240663635798,0.800479967169996,0.104646840469011,37.5808077382071,0.804237809133327,82.3911155779546,1.75910507495137,0.289034731868142,0.463589467188685,0.0121511902906905,0.0432909472635657,0.0890235838471913,0.00101961309741017
"result.37",37,5.26627961919986,436.327112974418,1.14445569890166,0.479192400042121,10.2891062161515,7.35047046428543,2.92317791363304,9.99171466793529,0.570861059989149,0.435262757297397,0.02613088657847,0.29564599390988,0.0788099838115634,0.0395300031121062
"result.38",38,8.5373564003282,293.067423138887,0.800479967169996,0.454571257083607,70.7651582694733,4.94850514627352,70.5710570164319,9.35130808933849,0.0821864406560368,0.146064717659116,0.0149586195931662,0.567896093070849,0.175581861971351,0.0560086766953685
"result.39",39,5.65367797214888,436.327112974418,1.27952032641053,0.297809583471382,19.1894585660788,3.25406715523494,2.92317791363304,7.76633705613133,0.304382314957359,0.457600566349266,0.0202098427219454,0.190634629400445,0.0975180828831056,0.0181078365162402
"result.40",40,1.38624614325274,255.227922771335,1.01381220499824,0.100493125452508,18.9226371721164,0.804237809133327,2.92317791363304,2.24964905021974,0.175306840951267,0.292624402401504,0.0341349704452701,0.119269100885519,0.119140412786506,0.021944267189304
"result.41",41,9.12463044171473,436.327112974418,0.800479967169996,0.500784174322282,61.8187553539971,4.17356670786305,97.5945333163693,9.99171466793529,0.0809154645133085,0.157899047141447,0.0266454575783738,0.641528228995648,0.176094424831542,0.0526663663214334
"result.42",42,1.15184980396736,50.1344817793472,1.70559019607223,0.100493125452508,7.88849991460921,1.61370740847259,2.92317791363304,1.82442665280387,0.522413004368266,0.571464619421018,0.0349884357901405,0.0992028626678897,0.10274757692927,0.0192720232483739
"result.43",43,5.8955427585997,436.327112974418,1.2275490796725,0.358778606080115,17.4279802732913,3.49175443062497,1.47046519717438,9.99513040992771,0.23016814049761,0.424730499603038,0.0293996706469453,0.31744135236399,0.108938269654939,0.0324745009275873
"result.44",44,3.29566785941244,293.067423138887,0.800479967169996,0.48406804614109,81.1494624674074,1.50971331326454,499.972954461921,8.69699217245612,0.573360121154317,0.677068466594993,0.00962316362367128,0.0432939006697504,0.0714570419248556,0.00101961309741017
"result.45",45,6.68510923777848,436.327112974418,0.800479967169996,0.415017400753395,25.597653226843,4.46032517691075,1.05241498282763,9.99171466793529,0.147041686293744,0.213070582004127,0.0246199446693234,0.436979475138209,0.127073893202502,0.042378703023242
"result.46",46,3.80635961452665,436.327112974418,0.800479967169996,0.536279114307742,48.3484087927167,1.79783823094086,499.999441454372,9.99171466793529,0.478620571320775,0.318096346046337,0.0266454575783738,0.0769071268798691,0.0731640129376516,0.00101961309741017
"result.47",47,3.23888110894882,436.327112974418,0.800479967169996,0.440669854830302,113.05605050287,0.804237809133327,499.999441454372,9.57353828292485,0.290090706890077,1.21478015249089,0.0229377057974262,0.055093049871024,0.0753388969711291,0.00101961309741017
"result.48",48,13.3383349911063,436.327112974418,1.41359636733023,0.572940979107584,52.2027013853007,7.55943091484761,31.2616774582188,9.99989067716137,0.064944758004114,0.315628994701726,0.0181155350357833,0.999939595426364,0.215491751538332,0.0527083477327963
"result.49",49,0.790544000390324,499.471336384812,0.833608091678997,0.101203059152421,38.1452323165223,0.843340893843033,1.0396696561843,1.99510228101804,0.25112341673248,0.556261134671172,0.00712443321471815,0.0437285466943601,0.0842515455227648,0.00101961309741017
"result.50",50,0.793760424520005,436.327112974418,0.800479967169996,0.100493125452508,40.150338502788,0.804237809133327,72.8820178370654,1.74575636967534,0.239452799032923,1.34002202108274,0.0167418637848905,0.0433011713929897,0.0915651737639369,0.00101961309741017
"result.51",51,4.70368353751964,436.327112974418,1.00019927339338,0.49247097004335,43.3028823475048,1.97579995646997,461.001487041219,9.99171466793529,0.517133071804394,0.335629898174725,0.0266454575783738,0.0782783404694854,0.0729200024510467,0.00190921900654957
"result.52",52,6.80921312821844,197.315440667968,0.800227156121425,0.141058873585168,48.9432635687491,0.804237809133327,134.34552158992,2.75134912774205,0.160554337023677,0.120492843479061,0.0225907925432606,0.0622598731964529,0.0985758795605203,0.00101961309741017
"result.53",53,0.659981912856682,87.10991793961,0.800479967169996,0.100493125452508,21.729493838142,0.804237809133327,1.16235989064558,1.91764722740536,0.245856057320342,0.644197991252215,0.0291643798613373,0.060041247044204,0.0877350178094543,0.00101961309741017
"result.54",54,3.24574341951034,499.471336384812,0.800479967169996,0.323520252932989,57.1331497092407,1.60370197073918,499.55703932137,6.15405678368789,0.574219812382627,0.232860472105364,0.00712443321471815,0.0447313292204322,0.0750479011824011,0.00101961309741017
"result.55",55,0.984367088508264,355.47733708175,0.800479967169996,0.12924921754139,28.5829514107008,0.804237809133327,128.645596997651,2.85510439505735,0.253875714873371,0.307419208710767,0.019619831921556,0.0653905033406721,0.092958526975644,0.0219354346992999
"result.56",56,7.97482529591759,436.327112974418,0.800479967169996,0.506589746769492,25.3900788556121,4.43103043594013,76.897484036163,9.99171466793529,0.178249876604409,0.206393875003513,0.0306958546071184,0.481769748687228,0.140597056022371,0.0456686719608574
"result.57",57,2.63196904499932,436.327112974418,0.800479967169996,0.48322725300497,53.3023943407862,1.46504531848157,499.999441454372,9.99171466793529,0.355431475563564,2.34699692742971,0.0266454575783738,0.0844933826278218,0.0756431052686401,0.0130312357451013
"result.58",58,2.59229917775045,293.067423138887,1.023958280734,0.333809520337183,132.516131551731,0.81143755976793,499.698179511121,7.59465352621448,0.227723350898641,0.7804271190493,0.00834981771366678,0.04799415182161,0.0806181611731934,0.00101961309741017
"result.59",59,13.8410343161927,436.327112974418,1.12447516648896,0.491232823913831,26.0439865037277,4.83624159809518,29.4785988171502,9.99171466767013,0.127572679001839,0.303821748596326,0.0341349704452701,0.741892989841049,0.189171598237351,0.0332950993492228
"result.60",60,0.824369818176889,436.327112974418,0.800479967169996,0.100493125452508,19.7342615507538,0.8923303923,36.9362307636964,1.86542792348159,0.294376895340628,0.283041751066142,0.0218047673185661,0.0602062750207599,0.0908666100876673,0.0107975275960188
"result.61",61,2.55146328221969,188.986892721437,0.800479967169996,0.493659753566474,69.6452304780491,1.34876699235317,499.999441454372,9.99171466793529,0.339299006386701,0.583146347084924,0.0266454575783738,0.0869760450923027,0.0755424649172958,0.0171562326463353
"result.62",62,1.71517272061485,436.327112974418,0.800479967169996,0.303183443884354,37.9177051653001,1.39352996001096,294.518761751125,5.85692309400695,0.427046009446222,0.583503490969128,0.0266454575783738,0.0663362877607205,0.0769807763220434,0.00101961309741017
"result.63",63,2.96729288295278,436.327112974418,0.800179914623969,0.458680628092574,75.4414276528781,0.925792994404055,499.999441454372,9.99171466793529,0.349263509427687,1.43190830707848,0.0259991451630194,0.0622660520029863,0.0743094550795757,0.00101961309741017
"result.64",64,2.48021984658405,436.327112974418,0.800479967169996,0.447175078383374,46.4824915756637,1.46136907876533,395.990570904392,9.99171466793529,0.387400248047401,0.859799078754091,0.0266454575783738,0.0880349012720858,0.0742938253428312,0.0182152975867038
"result.65",65,2.05657810723467,436.327112974418,0.800479967169996,0.171138881730543,58.9683642187465,0.804237809133327,499.999441454372,2.4497951354604,0.359039289521536,0.222513459342352,0.0155638261131859,0.0327680441504712,0.0977095564035072,0.00101961309741017
"result.66",66,12.8824699577568,436.327112974418,1.04841968729206,0.524950928585115,29.5551558353704,5.57572624343183,43.4606520278826,9.99983866295333,0.131387469548145,0.261396693976996,0.0251600427379639,0.708187527146877,0.185399616173666,0.0409574200969148
"result.67",67,9.77072700341969,293.067423138887,0.800479967169996,0.410158778393853,57.9896639870549,5.16373442441642,2.92317791363304,8.71236811839564,0.0855285040527806,0.169286488612532,0.0149586195931662,0.611486917672394,0.191962103239779,0.0470229979339662
"result.68",68,0.610182017701244,60.7973675636244,0.800479967169996,0.100493125452508,19.1400041531931,0.804237809133327,1.47046519717438,2.04752277445099,0.286784216260077,0.884673917151796,0.0293996706469453,0.0713868236404297,0.084452623921902,0.0138774132521338
"result.69",69,12.6519305641818,499.603457026069,0.800479967169996,0.415323800123348,59.8201265652442,5.64196537714351,2.92317791363304,9.0467326409104,0.0764604284633528,0.16857103722471,0.0108761892392089,0.681189976646918,0.219102367707415,0.0421242395091686
"result.70",70,1.09337162477879,63.4545550260986,1.49451141751432,0.100493125452508,22.9743834671363,0.804237809133327,20.307689392267,1.74196527445372,0.263453151798577,0.646283740032325,0.0301871109041459,0.0556699055582493,0.0892424374037169,0.00101961309741017
"result.71",71,1.95898577868204,436.327112974418,0.800479967169996,0.371991903958514,38.8598003225862,1.63371538567298,294.929829572419,7.67282065109726,0.424543740134641,1.65563606653917,0.0266454575783738,0.0754190700921308,0.0758665219281756,0.00101961309741017
"result.72",72,3.83155191181404,499.018402820394,0.800479967169996,0.440214914502228,56.4281816477903,1.54400984620491,461.401191239126,9.99171466793529,0.292965380044579,0.257796928313228,0.0185944486651833,0.0918168695092373,0.0827765097863946,0.0181369819601419
"result.73",73,1.77584365232412,436.327112974418,0.800479967169996,0.237012475940289,65.6896926342859,0.804237809133327,345.185340501909,4.37508786122869,0.283702075326017,1.54623699622721,0.0226716511327223,0.0492259300639526,0.0865601902481044,0.00101961309741017
"result.74",74,3.21681843083827,436.327112974418,0.800479967169996,0.472903240010016,56.1663762118456,1.50616177665174,488.633798764458,9.9955397198147,0.413588469917525,0.350318229063415,0.0246199446693234,0.0706342004315896,0.0745374302378104,0.00101961309741017
"result.75",75,6.77026234555338,293.067423138887,0.800479967169996,0.103676791523896,22.456207552306,1.10783164221097,85.374017145447,1.63774556147269,0.276939711393125,0.116446506578177,0.0149586195931662,0.0556013364398161,0.104846966700377,0.00101961309741017
"result.76",76,1.86501967541472,436.327112974418,0.800479967169996,0.321263910620989,53.5902754692659,1.08561708240827,280.147621743201,6.90058292392636,0.278546221425786,0.605794834212821,0.0266454575783738,0.0720391784850704,0.0799189937788663,0.00101961309741017
"result.77",77,4.10865667807013,436.327112974418,0.800479967169996,0.347358897702652,14.9022156462631,4.20352328212845,2.92317791363304,7.91506337260032,0.307839065098191,0.257626228786454,0.0223670717198235,0.256458218066658,0.0955015710809184,0.0414888375869064
"result.78",78,2.50235840590847,436.327112974418,0.844486281066828,0.441488501772499,46.4192605570601,1.65594883368316,488.998080979362,8.36262977671587,0.516096179378207,2.78651651433281,0.02613088657847,0.0659851679256252,0.0750151120624366,0.00101961309741017
"result.79",79,2.50946534531327,436.327112974418,0.800479967169996,0.463715103225687,49.1127117469266,1.69894091605202,410.931205647466,9.99171466793529,0.433134740178602,0.872525281579593,0.0253600224763991,0.0747524043528411,0.0723196467200394,0.00101961309741017
"result.80",80,1.47718054108095,436.327112974418,0.800479967169996,0.265041234191816,25.8062847134581,1.81643819161494,151.764450262296,5.37024588146694,0.534501323899666,0.528442029257927,0.0226716511327223,0.0688853766958265,0.0733076568784453,0.00101961309741017
"result.81",81,0.790728575622087,436.327112974418,0.800479967169996,0.100493125452508,18.7328961691384,1.15019265535705,2.92317791363304,1.83642668324981,0.548317577374545,0.489718226955048,0.0218585169692565,0.0444150419370294,0.0705397740707309,0.00101961309741017
"result.82",82,5.04181102586228,436.327112974418,1.37103671254403,0.334354414817917,17.2162422178875,3.10807374427872,1.47046519717438,9.99513040992771,0.231944886106928,0.502470072923027,0.0293996706469453,0.292712674958291,0.0992984694220483,0.0329136626922003
"result.83",83,0.708525737498302,91.6806385485539,0.800479967169996,0.104646840469011,35.4026728400966,0.804237809133327,82.6190505682845,1.75183116902535,0.286253730294624,0.463589467188685,0.0121511902906905,0.0432909472635657,0.0890235838471913,0.00101961309741017
"result.84",84,2.54845105262287,436.327112974418,0.800479967169996,0.465662429702971,56.650349657104,1.34539597388444,449.87948406288,9.99171466793529,0.297256538226723,0.653173156116301,0.0266454575783738,0.0869760450923027,0.0781819715587338,0.0117460111491769
"result.85",85,4.19650877198944,499.961888927373,0.806755003203455,0.399862965829162,135.613115804959,1.05487557310015,499.891189997197,9.99919524179574,0.197542068694631,0.220235793310781,0.00693156489290298,0.0575962142998965,0.0782816348560175,0.00101961309741017
"result.86",86,4.0613729419325,436.327112974418,0.800479967169996,0.125168786336628,35.4155137567853,1.37651953459057,2.92317791363304,2.6893705618305,0.0895905149517478,0.180386476469832,0.0235359359430859,0.207740978802085,0.187160853934661,0.0194735695553242
"result.87",87,0.712995252374164,499.471336384812,0.839331832396481,0.100572198753208,26.9606329984274,1.11580627125095,1.0396696561843,2.01808118030109,0.31198279741044,0.847874999438416,0.00712443321471815,0.0470077328231569,0.0809179383234843,0.00101961309741017
"result.88",88,10.2604591864332,436.327112974418,0.800479967169996,0.478509416035206,26.5407266333838,4.04187958976017,76.9047834080103,9.99171466743885,0.175241261573993,0.203743853119626,0.0306958546071184,0.428964064028599,0.143774785169449,0.0305684629237042
"result.89",89,1.74014582524318,355.47733708175,0.800479967169996,0.268368338533244,163.505419241478,0.804237809133327,205.047292068121,7.55180239477344,0.0738837755209906,3.00203623677161,0.019619831921556,0.0752750144110339,0.0823924924037151,0.00101961309741017
"result.90",90,1.4445131901164,293.067423138887,0.800479967169996,0.251052785840897,48.1315148006745,1.30451289723084,135.59196850078,6.20006729047182,0.26813492799719,0.707272373456112,0.0147633234140782,0.0690868285860518,0.0749580317292702,0.00101961309741017
"result.91",91,1.09337162477879,63.4545550260986,1.49451141751432,0.100493125452508,22.9743834671363,0.804237809133327,20.307689392267,1.74196527445372,0.263453151798577,0.646283740032325,0.0301871109041459,0.0556699055582493,0.0892424374037169,0.00101961309741017
"result.92",92,12.2584794600313,499.471336384812,0.800479967169996,0.540017774215606,37.7408750947685,4.51695348767525,366.90880939244,9.99216266820128,0.289270404502336,0.126567067114202,0.00712443321471815,0.206412518435655,0.134014306900413,0.0276139904187252
"result.93",93,0.878138375075874,436.327112974418,0.800479967169996,0.100493125452508,21.3286353179281,0.804237809133327,2.92317791363304,2.22049734736064,0.220335527947467,0.321018769443482,0.029862953296099,0.0710715116829961,0.0900677194044738,0.00976046060090001
"result.94",94,6.2981458217422,106.533161701568,2.78797247209799,0.434647214319725,14.4748818054641,3.98418104613985,98.2098274901808,9.99171466793529,0.432831553978619,1.15115064707889,0.0364531918982592,0.276105361276848,0.101388126490417,0.0301520692675578
"result.95",95,0.932176692187581,410.717833087568,0.800479967169996,0.10269529344786,149.001276722887,0.800903961383272,177.435732236312,2.04626187103908,0.0502229976078659,2.50961833792357,0.00928722996034654,0.0384571143112515,0.107493933684852,0.00101961309741017
"result.96",96,0.777512816843697,499.471336384812,0.800479967169996,0.101203059152421,39.8570953068097,0.801196152780733,1.0396696561843,1.92537012460178,0.256240545629119,0.641309491040807,0.00712443321469908,0.0426563506436666,0.0847407162655549,0.00101961309741017
"result.97",97,5.13741173831542,436.327112974418,1.27520600976345,0.379456909229551,16.064853946693,3.98263957824733,1.47046519717438,9.99513040992771,0.207175987278142,0.440482379102518,0.0293996706469453,0.381400433879562,0.107022398240028,0.046513274360478
"result.98",98,8.24130763709261,293.067423138887,0.800479967169996,0.407329775931219,30.4821102262083,4.8458022294976,1.13558090110199,9.2767327857903,0.147862108734073,0.192806665454606,0.0177733496569826,0.435431907811211,0.144848912178493,0.0392552480395222
"result.99",99,0.468240520376174,293.067423138887,0.800479967169996,0.100082836602308,12.4997168236505,2.04266996927974,1.03308604314021,2.07446164144738,0.373369688768846,0.595155456122767,0.00733477617276714,0.0714188917599076,0.0798570541490483,0.0206392142309021
"result.100",100,5.13200545527719,293.067423138887,0.800479967169996,0.103676791523896,28.7139569698057,0.934236145236053,116.646608800622,1.59083232020371,0.2306134274652,0.115761305595174,0.0149586195931662,0.0539990053466075,0.101936387034364,0.00124026181651007
